_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,are_the_two_activities_given_above_similar,if_you_think_the_two_activities_are_similar_how_would_you_describe_their_relationship,please_comment_in_which_sense_these_two_activities_are_similar,please_provide_a_rating_of_how_similar_these_two_activities_are,are_the_two_activities_given_above_similar_gold,false,nodeid_a,nodeid_b,nodelabel_a,nodelabel_b,please_comment_in_which_sense_these_two_activities_are_similar_gold,please_provide_a_rating_of_how_similar_these_two_activities_are_gold,processid_a,processid_b
909071011,3/16/2016 14:49:12,false,1924355076,,3/16/2016 14:39:25,false,clixsense,0.8462,16769601,RUS,51,Nizhniy Novgorod,95.79.23.41,no,,no,1,,,2693,2899,provisional acceptance cancelled,documents received,,,83,89
909071011,3/16/2016 15:12:40,false,1924367784,,3/16/2016 14:43:36,false,neodev,0.7692,33256761,VEN,"","",201.242.189.88,no,_partof,a different world,2,,,2693,2899,provisional acceptance cancelled,documents received,,,83,89
909071012,3/16/2016 14:40:48,false,1924350905,,3/16/2016 14:37:09,false,neodev,0.9231,29067149,VEN,25,Caracas,190.201.141.184,no,,different,1,,,2693,2887,provisional acceptance cancelled,evaluate,,,83,89
909071012,3/16/2016 14:44:49,false,1924352883,,3/16/2016 14:37:24,false,clixsense,0.9231,24373944,PHL,"","",112.198.102.3,no,partof_,n/a,4,,,2693,2887,provisional acceptance cancelled,evaluate,,,83,89
909071012,3/16/2016 15:09:59,false,1924366502,,3/16/2016 15:07:28,false,elite,1.0,36322980,ROU,23,Iasi,79.118.82.242,no,,Not similar,1,,,2693,2887,provisional acceptance cancelled,evaluate,,,83,89
909071013,3/16/2016 12:41:28,false,1924291505,,3/16/2016 12:39:01,false,tremorgames,1.0,17775430,ESP,29,Madrid,151.182.68.205,no,_partof,not similar,1,,,2693,2896,provisional acceptance cancelled,bridging courses < 30 cp,,,83,89
909071013,3/16/2016 12:46:46,false,1924294070,,3/16/2016 12:41:14,false,neodev,0.7692,31623715,BGR,48,Panagyurishte,95.43.241.85,no,_partof,one after the other activities,3,,,2693,2896,provisional acceptance cancelled,bridging courses < 30 cp,,,83,89
909071013,3/16/2016 13:05:27,false,1924302054,,3/16/2016 12:55:58,false,elite,1.0,33479167,ITA,16,Florence,93.151.226.229,no,partof_,They are unrelated activities.,1,,,2693,2896,provisional acceptance cancelled,bridging courses < 30 cp,,,83,89
909071014,3/16/2016 13:51:39,false,1924323056,,3/16/2016 13:46:38,false,neodev,0.9231,32038080,BIH,01,Zenica,31.176.130.74,no,,differently,2,,,2693,2886,provisional acceptance cancelled,apply online,,,83,89
909071014,3/16/2016 13:54:01,false,1924324276,,3/16/2016 13:47:39,false,clixsense,0.9231,21460701,IND,16,Pune,14.97.99.151,no,,nothing similar,1,,,2693,2886,provisional acceptance cancelled,apply online,,,83,89
909071014,3/16/2016 13:57:32,false,1924326446,,3/16/2016 13:55:57,false,instagc,1.0,15383487,USA,KY,Louisville,96.29.197.60,no,,N/A,2,,,2693,2886,provisional acceptance cancelled,apply online,,,83,89
909071015,3/16/2016 13:54:10,false,1924324400,,3/16/2016 13:52:20,false,instagc,1.0,15383487,USA,KY,Louisville,96.29.197.60,no,,N/A,2,,,2693,2885,provisional acceptance cancelled,send documents by post,,,83,89
909071015,3/16/2016 14:00:04,false,1924327715,,3/16/2016 13:54:08,false,clixsense,0.9231,21460701,IND,16,Pune,14.97.99.151,no,,no similarity in both activity,2,,,2693,2885,provisional acceptance cancelled,send documents by post,,,83,89
909071015,3/16/2016 14:20:15,false,1924339609,,3/16/2016 13:57:14,false,elite,1.0,33976149,SRB,00,Belgrade,79.101.234.130,no,,not similar,1,,,2693,2885,provisional acceptance cancelled,send documents by post,,,83,89
909071016,3/16/2016 15:03:25,false,1924363006,,3/16/2016 15:00:39,false,neodev,1.0,30571937,GRC,35,Athens,79.167.2.75,no,_partof,diff,1,,,2698,2884,accepted provisionally,documents received,,,83,89
909071016,3/16/2016 15:07:26,false,1924365054,,3/16/2016 15:04:18,false,elite,1.0,36322980,ROU,23,Iasi,79.118.82.242,no,,Not similar,1,,,2698,2884,accepted provisionally,documents received,,,83,89
909071016,3/16/2016 15:23:03,false,1924372727,,3/16/2016 15:12:41,false,neodev,0.7692,33256761,VEN,"","",201.242.189.88,yes,match,similary world,6,,,2698,2884,accepted provisionally,documents received,,,83,89
909071017,3/16/2016 13:54:10,false,1924324405,,3/16/2016 13:52:20,false,instagc,1.0,15383487,USA,KY,Louisville,96.29.197.60,no,,N/A,1,,,2698,2883,accepted provisionally,rejected,,,83,89
909071017,3/16/2016 14:00:04,false,1924327708,,3/16/2016 13:54:08,false,clixsense,0.9231,21460701,IND,16,Pune,14.97.99.151,no,,no similarity in both activity,1,,,2698,2883,accepted provisionally,rejected,,,83,89
909071017,3/16/2016 14:20:15,false,1924339614,,3/16/2016 13:57:14,false,elite,1.0,33976149,SRB,00,Belgrade,79.101.234.130,no,,not similar,1,,,2698,2883,accepted provisionally,rejected,,,83,89
909071018,3/16/2016 12:49:48,false,1924295436,,3/16/2016 12:47:37,false,neodev,1.0,21971187,TTO,08,Valsayn,190.213.132.188,no,_partof,Not similar at all,1,,,2698,2889,accepted provisionally,send letter of rejection,,,83,89
909071018,3/16/2016 12:51:16,false,1924296018,,3/16/2016 12:48:51,false,clixsense,1.0,7648545,HRV,21,Zagreb,161.53.155.11,no,,totally different,1,,,2698,2889,accepted provisionally,send letter of rejection,,,83,89
909071018,3/16/2016 12:53:30,false,1924296892,,3/16/2016 12:51:02,false,neodev,1.0,28584099,VEN,07,Valencia,190.142.11.86,no,_partof,Activities are different,1,,,2698,2889,accepted provisionally,send letter of rejection,,,83,89
909071019,3/16/2016 13:03:48,false,1924301262,,3/16/2016 13:02:28,false,elite,1.0,33018241,IDN,04,Jakarta,202.62.17.14,no,_partof,Not same,1,,,2698,2888,accepted provisionally,send letter of acceptance,,,83,89
909071019,3/16/2016 13:04:03,false,1924301372,,3/16/2016 13:02:54,false,clixsense,1.0,30381282,BIH,01,Visoko,77.221.24.44,no,_partof,NONE,4,,,2698,2888,accepted provisionally,send letter of acceptance,,,83,89
909071019,3/16/2016 13:05:53,false,1924302269,,3/16/2016 13:02:48,false,elite,1.0,36661293,IDN,11,Pontianak,180.249.249.201,yes,match,accepted provisionally = send letter of acceptance,6,,,2698,2888,accepted provisionally,send letter of acceptance,,,83,89
909071020,3/16/2016 12:28:24,false,1924285979,,3/16/2016 12:26:55,false,neodev,1.0,29879245,RUS,69,Smolensk,92.241.97.50,no,_partof,qwe,1,,,2698,2893,accepted provisionally,rejected,,,83,89
909071020,3/16/2016 12:32:20,false,1924287368,,3/16/2016 12:29:05,false,clixsense,0.9231,34600589,ITA,13,Taranto,151.56.186.233,no,_partof,Not similar at all,2,,,2698,2893,accepted provisionally,rejected,,,83,89
909071020,3/16/2016 12:33:33,false,1924287867,,3/16/2016 12:27:43,false,neodev,1.0,20559745,IDN,04,Jakarta,111.94.189.115,no,_partof,accepted vs rejected,2,,,2698,2893,accepted provisionally,rejected,,,83,89
909071021,3/16/2016 16:11:29,false,1924402236,,3/16/2016 16:10:00,false,elite,0.9231,35023022,IND,25,Trichy,117.221.238.122,no,partof_,no,2,,,2698,2894,accepted provisionally,check bachelor's degree,,,83,89
909071021,3/16/2016 16:12:29,false,1924402576,,3/16/2016 16:10:53,false,elite,0.9231,32838543,TUR,34,Istanbul,88.251.126.141,no,_partof,different,1,,,2698,2894,accepted provisionally,check bachelor's degree,,,83,89
909071021,3/16/2016 16:19:18,false,1924405734,,3/16/2016 16:10:01,false,clixsense,1.0,17949577,SAU,10,Riyadh,77.31.223.71,no,,different process,2,,,2698,2894,accepted provisionally,check bachelor's degree,,,83,89
909071022,3/16/2016 13:28:08,false,1924312687,,3/16/2016 13:24:45,false,neodev,0.8462,22168449,VEN,"","",190.204.207.168,no,partof_,accepted provisionally,2,,,2698,2895,accepted provisionally,bridging courses > 30 cp,,,83,89
909071022,3/16/2016 13:28:10,false,1924312708,,3/16/2016 13:24:47,false,clixsense,0.8462,34982264,PHL,"","",112.198.102.139,no,,too far,1,,,2698,2895,accepted provisionally,bridging courses > 30 cp,,,83,89
909071022,3/16/2016 13:30:57,false,1924313743,,3/16/2016 13:25:57,false,neodev,1.0,28175348,VNM,20,Ho Chi Minh City,27.2.33.133,no,partof_,accepted provisionally different  bridging courses > 30 cp,1,,,2698,2895,accepted provisionally,bridging courses > 30 cp,,,83,89
909071023,3/16/2016 15:29:16,false,1924376007,,3/16/2016 15:26:51,false,elite,1.0,35590904,SRB,00,Beograd,188.255.253.162,no,,ads,1,,,2698,2891,accepted provisionally,conduct interview,,,83,89
909071023,3/16/2016 15:30:57,false,1924376837,,3/16/2016 15:27:11,false,neodev,1.0,13782729,IND,25,"",1.39.61.90,no,_partof,different activities,1,,,2698,2891,accepted provisionally,conduct interview,,,83,89
909071023,3/16/2016 15:32:48,false,1924377648,,3/16/2016 15:28:10,false,neodev,0.9231,30511066,IND,28,Kolkata,116.203.214.71,no,partof_,different action,1,,,2698,2891,accepted provisionally,conduct interview,,,83,89
909071024,3/16/2016 12:26:53,false,1924285305,,3/16/2016 12:25:39,false,neodev,1.0,29879245,RUS,69,Smolensk,92.241.97.50,no,_partof,qwe,1,,,2698,2897,accepted provisionally,check documents,,,83,89
909071024,3/16/2016 12:30:17,false,1924286717,,3/16/2016 12:27:40,false,clixsense,0.9231,20216233,IND,25,Chennai,106.51.1.156,no,,not same,1,,,2698,2897,accepted provisionally,check documents,,,83,89
909071024,3/16/2016 12:31:47,false,1924287207,,3/16/2016 12:26:48,false,clixsense,1.0,16328164,PAK,05,Karachi,39.50.212.246,no,_partof,different,1,,,2698,2897,accepted provisionally,check documents,,,83,89
909071025,3/16/2016 12:41:28,false,1924291498,,3/16/2016 12:39:01,false,tremorgames,1.0,17775430,ESP,29,Madrid,151.182.68.205,no,_partof,not similar,1,,,2698,2892,accepted provisionally,go to interview,,,83,89
909071025,3/16/2016 12:46:46,false,1924294062,,3/16/2016 12:41:14,false,neodev,0.7692,31623715,BGR,48,Panagyurishte,95.43.241.85,no,_partof,difrent,4,,,2698,2892,accepted provisionally,go to interview,,,83,89
909071025,3/16/2016 13:05:27,false,1924302051,,3/16/2016 12:55:58,false,elite,1.0,33479167,ITA,16,Florence,93.151.226.229,no,_partof,They are unrelated activities.,1,,,2698,2892,accepted provisionally,go to interview,,,83,89
909071026,3/16/2016 17:35:07,false,1924513657,,3/16/2016 17:33:26,false,elite,0.8462,31059425,SRB,00,Belgrade,188.117.198.201,no,_partof,not same,1,,,2698,2890,accepted provisionally,send interview invitation,,,83,89
909071026,3/16/2016 17:42:43,false,1924517683,,3/16/2016 17:32:11,false,neodev,1.0,34785676,SRB,00,Belgrade,178.148.150.159,no,,"while first one is almost definite, the second one describes just one step in process",1,,,2698,2890,accepted provisionally,send interview invitation,,,83,89
909071026,3/16/2016 17:47:28,false,1924519937,,3/16/2016 17:36:02,false,elite,1.0,31644948,BIH,03,Brcko,31.223.132.174,no,,these two activities are different,1,,,2698,2890,accepted provisionally,send interview invitation,,,83,89
909071027,3/16/2016 14:18:06,false,1924338484,,3/16/2016 14:15:36,false,clixsense,1.0,22778480,GRC,35,Athens,79.167.2.75,no,_partof,diff,1,,,2698,2898,accepted provisionally,forward documents,,,83,89
909071027,3/16/2016 14:20:58,false,1924340025,,3/16/2016 14:17:27,false,neodev,1.0,33995512,RUS,38,Krasnodar,95.30.177.167,no,match,Not similar at all,1,,,2698,2898,accepted provisionally,forward documents,,,83,89
909071027,3/16/2016 14:29:29,false,1924344885,,3/16/2016 14:17:05,false,elite,1.0,36064475,BRA,15,Belo Horizonte,187.20.94.60,no,,none,1,,,2698,2898,accepted provisionally,forward documents,,,83,89
909071028,3/16/2016 13:17:59,false,1924307869,,3/16/2016 13:15:22,false,neodev,0.9231,36806041,BRA,27,Campinas,179.159.15.88,no,,they're not,1,,,2698,2899,accepted provisionally,documents received,,,83,89
909071028,3/16/2016 13:18:26,false,1924308128,,3/16/2016 13:15:07,false,clixsense,1.0,27122921,PHL,D9,Pinagbuhatan,121.54.54.224,no,partof_,no. it is not similar,1,,,2698,2899,accepted provisionally,documents received,,,83,89
909071028,3/16/2016 13:18:39,false,1924308245,,3/16/2016 13:15:31,false,clixsense,0.8462,34982264,PHL,"","",112.198.102.139,no,,too far,2,,,2698,2899,accepted provisionally,documents received,,,83,89
909071029,3/16/2016 14:25:19,false,1924342386,,3/16/2016 14:20:16,false,elite,1.0,33976149,SRB,00,Belgrade,79.101.234.130,no,,not similar,1,,,2698,2887,accepted provisionally,evaluate,,,83,89
909071029,3/16/2016 14:27:51,false,1924343971,,3/16/2016 14:22:44,false,clixsense,0.7692,20125513,ESP,07,Palma De Mallorca,62.43.10.188,yes,_partof,"* accepted provisionally 


* evaluate",6,,,2698,2887,accepted provisionally,evaluate,,,83,89
909071029,3/16/2016 14:28:46,false,1924344548,,3/16/2016 14:19:53,false,clixsense,1.0,22778480,GRC,35,Athens,79.167.2.75,no,_partof,diff,1,,,2698,2887,accepted provisionally,evaluate,,,83,89
909071030,3/16/2016 15:55:32,false,1924391914,,3/16/2016 15:43:44,false,elite,1.0,34723924,SRB,02,Novi Sad,24.135.243.11,no,,not the same thing,1,,,2698,2896,accepted provisionally,bridging courses < 30 cp,,,83,89
909071030,3/16/2016 16:00:12,false,1924396719,,3/16/2016 15:50:08,false,clixsense,1.0,30228751,VEN,07,Valencia,190.201.231.56,no,_partof,The second it is consecuense of the the first,2,,,2698,2896,accepted provisionally,bridging courses < 30 cp,,,83,89
909071030,3/16/2016 16:24:16,false,1924408111,,3/16/2016 16:21:30,false,clixsense,0.9167,20962789,ARG,01,Lomas Del Mirador,181.46.146.205,no,partof_,no,1,,,2698,2896,accepted provisionally,bridging courses < 30 cp,,,83,89
909071031,3/16/2016 14:31:21,false,1924345928,,3/16/2016 14:29:33,false,neodev,1.0,13396426,VEN,15,Santa Teresa,190.38.163.149,no,,Not the same activities,2,,,2698,2886,accepted provisionally,apply online,,,83,89
909071031,3/16/2016 14:34:04,false,1924347241,,3/16/2016 14:29:30,false,elite,1.0,36064475,BRA,15,Belo Horizonte,187.20.94.60,no,,none,1,,,2698,2886,accepted provisionally,apply online,,,83,89
909071031,3/16/2016 14:34:40,false,1924347578,,3/16/2016 14:30:31,false,elite,0.9231,31856031,BIH,01,Sarajevo,188.127.102.89,no,,Not similar,1,,,2698,2886,accepted provisionally,apply online,,,83,89
909071032,3/16/2016 15:45:12,false,1924383799,,3/16/2016 15:42:09,false,neodev,0.9231,30511066,IND,28,Kolkata,116.203.214.71,no,partof_,different actions,1,,,2698,2885,accepted provisionally,send documents by post,,,83,89
909071032,3/16/2016 15:49:40,false,1924386144,,3/16/2016 15:41:48,false,clixsense,1.0,18495435,IDN,08,Surabaya,112.215.153.157,no,_partof,different activity,1,,,2698,2885,accepted provisionally,send documents by post,,,83,89
909071032,3/16/2016 15:49:55,false,1924386271,,3/16/2016 15:39:28,false,elite,1.0,31567092,HRV,12,Rijeka,78.0.44.231,no,,they're not,1,,,2698,2885,accepted provisionally,send documents by post,,,83,89
909071033,3/16/2016 18:40:42,false,1924558497,,3/16/2016 18:38:42,false,zoombucks,0.9231,9383666,USA,IN,Noblesville,73.146.49.152,yes,partof_,the first could be a reply concerning the second,4,,,2694,2884,send letter of acceptance,documents received,,,83,89
909071033,3/16/2016 19:07:58,false,1924584058,,3/16/2016 18:59:23,false,clixsense,1.0,6364322,ITA,13,Barletta,84.220.41.147,no,,different activities,1,,,2694,2884,send letter of acceptance,documents received,,,83,89
909071033,3/16/2016 19:19:46,false,1924594447,,3/16/2016 19:17:23,false,neodev,0.7692,32198929,VEN,04,Maracay,186.185.219.64,no,,one activity is receiving a document and the other one is sending a letter of acceptance,1,,,2694,2884,send letter of acceptance,documents received,,,83,89
909071034,3/16/2016 14:44:12,false,1924352558,,3/16/2016 14:41:15,false,neodev,0.9231,28875937,PAK,04,Lahore,119.153.165.43,no,partof_,The are different,1,,,2694,2883,send letter of acceptance,rejected,,,83,89
909071034,3/16/2016 14:49:12,false,1924355073,,3/16/2016 14:39:25,false,clixsense,0.8462,16769601,RUS,51,Nizhniy Novgorod,95.79.23.41,no,,no,1,,,2694,2883,send letter of acceptance,rejected,,,83,89
909071034,3/16/2016 15:12:40,false,1924367777,,3/16/2016 14:43:36,false,neodev,0.7692,33256761,VEN,"","",201.242.189.88,no,partof_,different activity,2,,,2694,2883,send letter of acceptance,rejected,,,83,89
909071035,3/16/2016 16:03:53,false,1924398653,,3/16/2016 15:59:48,false,neodev,1.0,33294488,VEN,"","",190.73.139.13,yes,match,somewhat similar,5,,,2694,2889,send letter of acceptance,send letter of rejection,,,83,89
909071035,3/16/2016 16:07:40,false,1924400361,,3/16/2016 16:03:01,false,clixsense,1.0,17949577,SAU,10,Riyadh,77.31.223.71,no,,different process,1,,,2694,2889,send letter of acceptance,send letter of rejection,,,83,89
909071035,3/16/2016 16:09:10,false,1924401118,,3/16/2016 16:00:13,false,clixsense,1.0,30228751,VEN,07,Valencia,190.201.231.56,no,partof_,Totally different,1,,,2694,2889,send letter of acceptance,send letter of rejection,,,83,89
909071036,3/16/2016 12:49:48,false,1924295444,,3/16/2016 12:47:37,false,neodev,1.0,21971187,TTO,08,Valsayn,190.213.132.188,yes,match,identical,7,,,2694,2888,send letter of acceptance,send letter of acceptance,,,83,89
909071036,3/16/2016 12:51:16,false,1924296022,,3/16/2016 12:48:51,false,clixsense,1.0,7648545,HRV,21,Zagreb,161.53.155.11,yes,match,the same,7,,,2694,2888,send letter of acceptance,send letter of acceptance,,,83,89
909071036,3/16/2016 12:53:30,false,1924296883,,3/16/2016 12:51:02,false,neodev,1.0,28584099,VEN,07,Valencia,190.142.11.86,yes,match,They are the same activity,7,,,2694,2888,send letter of acceptance,send letter of acceptance,,,83,89
909071037,3/16/2016 14:12:11,false,1924334763,,3/16/2016 14:11:03,false,elite,0.8462,34676955,BRA,27,São Paulo,200.142.128.16,no,,not similar,1,,,2694,2893,send letter of acceptance,rejected,,,83,89
909071037,3/16/2016 14:13:47,false,1924335702,,3/16/2016 14:10:50,false,gifthunterclub,1.0,31168578,ESP,29,Madrid,212.169.184.195,no,partof_,opposite s,1,,,2694,2893,send letter of acceptance,rejected,,,83,89
909071037,3/16/2016 14:17:04,false,1924337833,,3/16/2016 14:12:23,false,elite,1.0,36064475,BRA,15,Belo Horizonte,187.20.94.60,no,,"2 is consequence of 1, nothing in common",1,,,2694,2893,send letter of acceptance,rejected,,,83,89
909071038,3/16/2016 19:31:06,false,1924603734,,3/16/2016 19:26:50,false,neodev,0.7692,32198929,VEN,04,Maracay,186.185.219.64,no,,The two activities are different,1,,,2694,2894,send letter of acceptance,check bachelor's degree,,,83,89
909071038,3/16/2016 19:57:09,false,1924627030,,3/16/2016 19:55:18,false,zoombucks,0.75,4711962,CAN,ON,Markham,74.15.42.232,no,,na,1,,,2694,2894,send letter of acceptance,check bachelor's degree,,,83,89
909071038,3/16/2016 20:32:43,false,1924656061,,3/16/2016 20:05:13,false,neodev,0.7692,33730797,VEN,23,Maracaibo,190.199.52.95,no,,* send letter of acceptance,4,,,2694,2894,send letter of acceptance,check bachelor's degree,,,83,89
909071039,3/16/2016 17:44:01,false,1924518335,,3/16/2016 17:40:05,false,tremorgames,0.8462,32094942,LVA,23,Rezekne,85.9.252.94,no,,Not similar at all,1,,,2694,2895,send letter of acceptance,bridging courses > 30 cp,,,83,89
909071039,3/16/2016 17:46:51,false,1924519642,,3/16/2016 17:42:44,false,neodev,1.0,34785676,SRB,00,Belgrade,178.148.150.159,no,,the second is requirement,1,,,2694,2895,send letter of acceptance,bridging courses > 30 cp,,,83,89
909071039,3/16/2016 18:19:46,false,1924540462,,3/16/2016 18:17:50,false,clixsense,1.0,31293498,BGR,42,Sofia,87.120.74.96,no,_partof,Not similar at all,1,,,2694,2895,send letter of acceptance,bridging courses > 30 cp,,,83,89
909071040,3/16/2016 12:46:05,false,1924293693,,3/16/2016 12:43:50,false,neodev,0.7692,34685744,SRB,00,Krusevac,178.149.97.20,no,,Not similar at all,1,,,2694,2891,send letter of acceptance,conduct interview,,,83,89
909071040,3/16/2016 12:59:35,false,1924299519,,3/16/2016 12:56:14,false,elite,1.0,36661293,IDN,11,Pontianak,180.249.249.201,no,_partof,send letter of acceptance =/ conduct interview,2,,,2694,2891,send letter of acceptance,conduct interview,,,83,89
909071040,3/16/2016 13:18:14,false,1924308034,,3/16/2016 13:13:38,false,neodev,0.8462,35938146,ROU,34,Radauti,46.214.156.73,no,_partof,-,3,,,2694,2891,send letter of acceptance,conduct interview,,,83,89
909071041,3/16/2016 16:14:55,false,1924403674,,3/16/2016 16:13:26,false,elite,0.9231,35023022,IND,25,Trichy,117.221.238.122,no,partof_,no comments,2,,,2694,2897,send letter of acceptance,check documents,,,83,89
909071041,3/16/2016 16:22:36,false,1924407375,,3/16/2016 16:18:41,false,elite,0.7692,31093292,GRC,35,Athens,62.1.178.23,no,,0,1,,,2694,2897,send letter of acceptance,check documents,,,83,89
909071041,3/16/2016 16:28:33,false,1924411242,,3/16/2016 16:26:29,false,neodev,0.9231,32788271,IND,"","",1.187.84.18,no,,different meaning,1,,,2694,2897,send letter of acceptance,check documents,,,83,89
909071042,3/16/2016 13:24:44,false,1924311107,,3/16/2016 13:21:58,false,neodev,0.8462,22168449,VEN,"","",190.204.207.168,no,partof_,send letter of acceptance,5,,,2694,2892,send letter of acceptance,go to interview,,,83,89
909071042,3/16/2016 13:25:55,false,1924311658,,3/16/2016 13:21:31,false,neodev,1.0,28175348,VNM,20,Ho Chi Minh City,27.2.33.133,no,_partof,send letter of acceptance different  go to interview,1,,,2694,2892,send letter of acceptance,go to interview,,,83,89
909071042,3/16/2016 13:32:23,false,1924314274,,3/16/2016 13:20:53,false,clixsense,1.0,31027621,IND,16,Pune,122.15.197.236,no,,Not similar,1,,,2694,2892,send letter of acceptance,go to interview,,,83,89
909071043,3/16/2016 13:24:07,false,1924310832,,3/16/2016 13:20:47,false,elite,0.9231,30030223,VNM,20,Ho Chi Minh City,113.173.135.28,yes,match,send letter,5,,,2694,2890,send letter of acceptance,send interview invitation,,,83,89
909071043,3/16/2016 13:24:24,false,1924310975,,3/16/2016 13:19:42,false,clixsense,0.8462,26232429,PHL,D9,Pinagbuhatan,121.54.54.173,no,_partof,not similar activity,1,,,2694,2890,send letter of acceptance,send interview invitation,,,83,89
909071043,3/16/2016 13:24:44,false,1924311123,,3/16/2016 13:18:42,false,clixsense,0.8462,34982264,PHL,"","",112.198.102.139,yes,_partof,sending,5,,,2694,2890,send letter of acceptance,send interview invitation,,,83,89
909071044,3/16/2016 12:34:33,false,1924288263,,3/16/2016 12:32:57,false,clixsense,1.0,35814459,GRC,35,Athens,87.203.110.239,no,_partof,Not similar at all,1,,,2694,2898,send letter of acceptance,forward documents,,,83,89
909071044,3/16/2016 12:39:26,false,1924290729,,3/16/2016 12:33:10,false,clixsense,1.0,16328164,PAK,05,Karachi,39.50.212.246,no,_partof,different,1,,,2694,2898,send letter of acceptance,forward documents,,,83,89
909071044,3/16/2016 12:56:40,false,1924298410,,3/16/2016 12:33:35,false,neodev,1.0,20559745,IDN,04,Jakarta,111.94.189.115,yes,match,send and forward  are same activities,5,,,2694,2898,send letter of acceptance,forward documents,,,83,89
909071045,3/16/2016 19:15:13,false,1924590671,,3/16/2016 19:07:59,false,clixsense,1.0,6364322,ITA,13,Barletta,84.220.41.147,no,,different activities,1,,,2694,2899,send letter of acceptance,documents received,,,83,89
909071045,3/16/2016 19:26:48,false,1924600060,,3/16/2016 19:19:48,false,neodev,0.7692,32198929,VEN,04,Maracay,186.185.219.64,no,,the two activities are different,1,,,2694,2899,send letter of acceptance,documents received,,,83,89
909071045,3/16/2016 20:51:05,false,1924671130,,3/16/2016 20:32:44,false,neodev,0.7692,33730797,VEN,23,Maracaibo,190.199.52.95,no,,nearly related,4,,,2694,2899,send letter of acceptance,documents received,,,83,89
909071046,3/16/2016 16:32:14,false,1924418687,,3/16/2016 16:27:25,false,elite,1.0,34367214,SRB,02,Novi Sad,188.246.56.97,no,,acceptance -evaluate,1,,,2694,2887,send letter of acceptance,evaluate,,,83,89
909071046,3/16/2016 16:32:37,false,1924419279,,3/16/2016 16:27:31,false,neodev,1.0,33146134,VEN,07,Valencia,190.206.29.101,no,,The first activity is the diferent as the second activity,1,,,2694,2887,send letter of acceptance,evaluate,,,83,89
909071046,3/16/2016 16:32:54,false,1924419929,,3/16/2016 16:28:36,false,neodev,0.9231,32788271,IND,37,Bhilai,27.97.229.132,no,,Different meaning,1,,,2694,2887,send letter of acceptance,evaluate,,,83,89
909071047,3/16/2016 15:55:04,false,1924391268,,3/16/2016 15:53:09,false,personaly,0.8462,33663352,ARG,01,Mar Del Plata,181.168.213.227,no,partof_,no similar,2,,,2694,2896,send letter of acceptance,bridging courses < 30 cp,,,83,89
909071047,3/16/2016 15:56:45,false,1924393196,,3/16/2016 15:55:26,false,clixsense,0.9231,31632760,TUR,35,Izmir,188.3.167.136,no,,Not similar at all,1,,,2694,2896,send letter of acceptance,bridging courses < 30 cp,,,83,89
909071047,3/16/2016 17:00:33,false,1924471039,,3/16/2016 16:58:40,false,neodev,0.9231,27877656,PAK,04,Lahore,39.42.222.40,no,,as per both sentences,1,,,2694,2896,send letter of acceptance,bridging courses < 30 cp,,,83,89
909071048,3/16/2016 18:40:42,false,1924558483,,3/16/2016 18:38:42,false,zoombucks,0.9231,9383666,USA,IN,Noblesville,73.146.49.152,no,,not similar,1,,,2694,2886,send letter of acceptance,apply online,,,83,89
909071048,3/16/2016 19:07:58,false,1924584057,,3/16/2016 18:59:23,false,clixsense,1.0,6364322,ITA,13,Barletta,84.220.41.147,no,,different activities performed by different actors,1,,,2694,2886,send letter of acceptance,apply online,,,83,89
909071048,3/16/2016 19:19:46,false,1924594444,,3/16/2016 19:17:23,false,neodev,0.7692,32198929,VEN,04,Maracay,186.185.219.64,no,,the two activities are different,1,,,2694,2886,send letter of acceptance,apply online,,,83,89
909071049,3/16/2016 15:00:38,false,1924361648,,3/16/2016 14:55:04,false,neodev,1.0,30571937,GRC,35,Athens,79.167.2.75,yes,partof_,sami,5,,,2694,2885,send letter of acceptance,send documents by post,,,83,89
909071049,3/16/2016 15:04:17,false,1924363445,,3/16/2016 15:00:55,false,elite,1.0,36322980,ROU,23,Iasi,79.118.82.242,yes,partof_,Letter is a document. Very similar,5,,,2694,2885,send letter of acceptance,send documents by post,,,83,89
909071049,3/16/2016 15:17:33,false,1924370234,,3/16/2016 14:56:54,false,clixsense,0.8462,33844215,TUR,68,Ankara,78.165.138.227,yes,match,Similar,5,,,2694,2885,send letter of acceptance,send documents by post,,,83,89
909071050,3/16/2016 16:55:47,false,1924462345,,3/16/2016 16:51:53,false,gifthunterclub,1.0,32455358,VEN,25,Caracas,201.208.248.149,yes,partof_,no lo son,2,,,2692,2884,provisional acceptance confirmed,documents received,,,83,89
909071050,3/16/2016 16:59:32,false,1924468937,,3/16/2016 16:56:31,false,clixsense,0.9231,34989868,IND,07,Delhi,180.188.248.116,no,_partof,not similar thing,2,,,2692,2884,provisional acceptance confirmed,documents received,,,83,89
909071050,3/16/2016 17:00:46,false,1924471567,,3/16/2016 16:59:08,false,elite,1.0,25411600,IDN,04,Jakarta,139.193.67.77,no,,not related,2,,,2692,2884,provisional acceptance confirmed,documents received,,,83,89
909071051,3/16/2016 15:55:04,false,1924391260,,3/16/2016 15:53:09,false,personaly,0.8462,33663352,ARG,01,Mar Del Plata,181.168.213.227,no,partof_,no similar,2,,,2692,2883,provisional acceptance confirmed,rejected,,,83,89
