processId_A;nodeId_A;nodeLabel_A;processId_B;nodeId_B;nodeLabel_B;img_A;img_B
83;2692;provisional acceptance confirmed;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2692.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2692;provisional acceptance confirmed;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2692.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2692;provisional acceptance confirmed;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2692.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2692;provisional acceptance confirmed;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2692.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2692;provisional acceptance confirmed;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2692.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2692;provisional acceptance confirmed;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2692.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2692;provisional acceptance confirmed;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2692.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2689;average grade is less than good;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2689;average grade is less than good;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2689;average grade is less than good;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2689;average grade is less than good;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2689;average grade is less than good;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2689;average grade is less than good;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2689;average grade is less than good;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2689;average grade is less than good;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2689;average grade is less than good;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2689;average grade is less than good;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2689;average grade is less than good;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2689;average grade is less than good;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2689;average grade is less than good;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2689;average grade is less than good;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2689;average grade is less than good;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2689;average grade is less than good;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2689;average grade is less than good;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2689.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2687;average grade is good or better;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2687;average grade is good or better;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2687;average grade is good or better;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2687;average grade is good or better;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2687;average grade is good or better;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2687;average grade is good or better;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2687;average grade is good or better;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2687;average grade is good or better;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2687;average grade is good or better;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2687;average grade is good or better;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2687;average grade is good or better;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2687;average grade is good or better;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2687;average grade is good or better;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2687;average grade is good or better;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2687;average grade is good or better;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2687;average grade is good or better;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2687;average grade is good or better;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2687.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2696;accepted;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2696;accepted;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2696;accepted;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2696;accepted;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2696;accepted;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2696;accepted;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2696;accepted;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2696;accepted;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2696;accepted;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2696;accepted;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2696;accepted;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2696;accepted;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2696;accepted;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2696;accepted;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2696;accepted;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2696;accepted;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2696;accepted;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2696.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2700;certificate received;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2700;certificate received;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2700;certificate received;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2700;certificate received;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2700;certificate received;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2700;certificate received;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2700;certificate received;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2700;certificate received;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2700;certificate received;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2700;certificate received;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2700;certificate received;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2700;certificate received;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2700;certificate received;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2700;certificate received;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2700;certificate received;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2700;certificate received;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2700;certificate received;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2700.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2702;certificate received;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2702;certificate received;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2702;certificate received;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2702;certificate received;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2702;certificate received;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2702;certificate received;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2702;certificate received;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2702;certificate received;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2702;certificate received;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2702;certificate received;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2702;certificate received;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2702;certificate received;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2702;certificate received;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2702;certificate received;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2702;certificate received;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2702;certificate received;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2702;certificate received;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2702.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2706;documents received;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2706;documents received;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2706;documents received;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2706;documents received;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2706;documents received;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2706;documents received;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2706;documents received;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2706;documents received;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2706;documents received;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2706;documents received;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2706;documents received;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2706;documents received;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2706;documents received;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2706;documents received;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2706;documents received;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2706;documents received;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2706;documents received;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2706.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2691;apply online;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2691;apply online;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2691;apply online;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2691;apply online;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2691;apply online;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2691;apply online;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2691;apply online;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2691;apply online;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2691;apply online;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2691;apply online;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2691;apply online;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2691;apply online;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2691;apply online;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2691;apply online;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2691;apply online;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2691;apply online;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2691;apply online;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2691.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
83;2690;send documents by post;89;2884;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2884.png
83;2690;send documents by post;89;2883;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2883.png
83;2690;send documents by post;89;2889;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2889.png
83;2690;send documents by post;89;2888;send letter of acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2888.png
83;2690;send documents by post;89;2893;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2893.png
83;2690;send documents by post;89;2894;check bachelor's degree;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2894.png
83;2690;send documents by post;89;2895;bridging courses > 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2895.png
83;2690;send documents by post;89;2891;conduct interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2891.png
83;2690;send documents by post;89;2897;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2897.png
83;2690;send documents by post;89;2892;go to interview;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2892.png
83;2690;send documents by post;89;2890;send interview invitation;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2890.png
83;2690;send documents by post;89;2898;forward documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2898.png
83;2690;send documents by post;89;2899;documents received;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2899.png
83;2690;send documents by post;89;2887;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2887.png
83;2690;send documents by post;89;2896;bridging courses < 30 cp;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2896.png
83;2690;send documents by post;89;2886;apply online;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2886.png
83;2690;send documents by post;89;2885;send documents by post;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2690.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/89/2885.png
82;2667;Apply Online;83;2707;check documents;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2707.png
82;2667;Apply Online;83;2704;less than 16 cp in mathematics;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2704.png
82;2667;Apply Online;83;2709;send letter of rejection;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2709.png
82;2667;Apply Online;83;2688;sufficient cp in mathematics;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2688.png
82;2667;Apply Online;83;2705;take oral exam;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2705.png
82;2667;Apply Online;83;2708;evaluate;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2708.png
82;2667;Apply Online;83;2699;wait for bachelor's certificate;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2699.png
82;2667;Apply Online;83;2701;send bachelor's certificate;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2701.png
82;2667;Apply Online;83;2695;send letter of provisional acceptance;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2695.png
82;2667;Apply Online;83;2697;rejected;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2697.png
82;2667;Apply Online;83;2703;check certificate;http://galvanic-axle-852.appspot.com/static/taskdesign01/82/2667.png;http://galvanic-axle-852.appspot.com/static/taskdesign01/83/2703.png
